Date,Adj Close,Close,High,Low,Open,Volume,MA7,MA30,EMA9,EMA50,Volatility,RSI,BB_Mid,BB_Upper,BB_Lower,BB_Width,MACD,MACD_Signal,Momentum,OBV,Daily Return,Target
2015-02-13,28.41168785095215,31.770000457763672,31.81999969482422,31.412500381469727,31.81999969482422,217088800.0,27.436588287353516,25.476902135213216,27.346999394568055,25.45353751756676,0.4074993133544922,75.94376361396698,26.083189010620117,28.818893688487357,23.347484332752877,5.47140935573448,0.9124208754284702,0.6813165592432364,2.3208179473876953,3108563600.0,0.004902844730679812,28.57936286926269
2015-02-17,28.57936286926269,31.957500457763672,32.220001220703125,31.729999542236328,31.872499465942383,252609600.0,27.68858664376395,25.61797523498535,27.593472089506985,25.57611890390778,0.4900016784667969,88.85131585927415,26.331988716125487,29.022820322474473,23.6411571097765,5.381663212697973,0.9671340942724633,0.7384800662490818,2.1611328125,3361173200.0,0.005901621163451054,28.778345108032227
2015-02-18,28.778345108032227,32.18000030517578,32.19499969482422,31.862499237060547,31.90749931335449,179566800.0,28.001270294189453,25.78854420979818,27.830446693212032,25.70169640210874,0.3325004577636719,85.82311810629244,26.560339736938477,29.268506329929423,23.85217314394753,5.416333185981891,1.0148523321372949,0.7937545194267245,2.355661392211914,3540740000.0,0.006962444883036323,28.717979431152344
2015-02-19,28.717979431152344,32.11249923706055,32.25749969482422,32.08250045776367,32.119998931884766,149449600.0,28.280097143990652,25.957026735941568,28.007953240800095,25.819982011090843,0.17499923706054688,81.21900586940963,26.776430320739745,29.446938089455013,24.105922552024477,5.341015537430536,1.0358576516006615,0.8421751458615119,2.092641830444336,3391290400.0,-0.0020976076509359176,28.95273208618164
2015-02-20,28.95273208618164,32.375,32.375,32.01250076293945,32.154998779296875,195793600.0,28.5190007346017,26.122274017333986,28.196909009876407,25.942834955212053,0.3624992370605469,91.66680551528945,26.972524642944336,29.679059410115766,24.265989875772906,5.41306953434286,1.0592368726458012,0.8855874912183698,2.137357711791992,3587084000.0,0.008174414066702829,29.7352352142334
2015-02-23,29.7352352142334,33.25,33.25,32.415000915527344,32.505001068115234,283896400.0,28.778344563075475,26.28287296295166,28.504574250747808,26.091556533997203,0.8349990844726562,92.64197596250983,27.20128631591797,30.033284384537247,24.36928824729869,5.663996137238556,1.1279047526522952,0.9340509435051548,3.1456756591796875,3870980400.0,0.02702691841732019,29.549673080444336
2015-02-24,29.549673080444336,33.04249954223633,33.400001525878906,32.79249954223633,33.23500061035156,276912400.0,28.96071652003697,26.43639570871989,28.713594016687118,26.227168947583365,0.6075019836425781,88.41062348970362,27.41943359375,30.27012956087094,24.56873762662906,5.701391934241883,1.1540480809858629,0.9780503710012964,2.7834815979003906,3594068000.0,-0.00624047976927522,28.794002532958984
2015-02-25,28.794002532958984,32.1974983215332,32.900001525878906,32.037498474121094,32.88999938964844,298846800.0,29.015332903180802,26.58521728515625,28.729675719941493,26.32782908818633,0.8625030517578125,73.4526767492794,27.643890571594238,30.147866002306372,25.139915140882103,5.00795086142427,1.1010977893568032,1.002659854672398,1.5135955810546875,3295221200.0,-0.02557289027963716,29.158416748046875
2015-02-26,29.158416748046875,32.60499954223633,32.717498779296875,31.65250015258789,32.1974983215332,365150000.0,29.098054885864258,26.738985697428387,28.81542392556257,26.43883252582792,1.0649986267089844,74.41753313999598,27.817867088317872,30.228771403446217,25.406962773189527,4.82180863025669,1.0761344750178843,1.0173547787414954,1.2385883331298828,3660371200.0,0.012655906891400948,28.72021484375
2015-02-27,28.72021484375,32.1150016784668,32.64250183105469,32.060001373291016,32.5,248059200.0,29.08975056239537,26.881264940897623,28.79638210920006,26.528298499079767,0.5825004577636719,71.26293913888938,27.92996006011963,30.28648856942536,25.5734315508139,4.713057018611458,1.0093564047512587,1.015755103943448,0.4471454620361328,3412312000.0,-0.01502831611480504,28.861072540283203
2015-03-02,28.861072540283203,32.272499084472656,32.56999969482422,32.07500076293945,32.3125,192386800.0,29.110192435128347,27.050360488891602,28.809320195416692,26.619779834028925,0.4949989318847656,71.05627514080383,28.068470191955566,30.29173678517114,25.845203598739992,4.446533186431147,0.9567712781432931,1.0039583387834172,0.4493846893310547,3604698800.0,0.004904479207398893,28.921424865722656
2015-03-03,28.921424865722656,32.34000015258789,32.380001068115234,32.022499084472656,32.2400016784668,151265200.0,29.10571997506278,27.22762902577718,28.831741129477884,26.71004042350711,0.3575019836425781,68.15036964591457,28.193629932403564,30.30474253981349,26.08251732499364,4.222225214819851,0.9094831590052301,0.9850633028277798,0.3420619964599645,3755964000.0,0.002091132453765132,28.738100051879883
2015-03-04,28.738100051879883,32.1349983215332,32.38999938964844,32.08000183105469,32.275001525878906,126665200.0,28.963272094726562,27.378521537780763,28.813012913958282,26.789572173639375,0.30999755859375,60.066025959887,28.309400749206542,30.259403322162573,26.35939817625051,3.9000051459120613,0.8474453806958664,0.9575397184013972,-0.04024505615234375,3629298800.0,-0.006338719986789032,28.261890411376957
2015-03-05,28.261890411376957,31.602500915527344,32.1875,31.440000534057617,32.14500045776367,226068400.0,28.77930314200265,27.50737895965576,28.70278841344202,26.847310143746732,0.7474994659423828,49.866519453178455,28.39122838973999,30.173845977387664,26.608610802092315,3.5652351752953493,0.7511945530835078,0.9162706853378194,-0.4560890197753871,3403230400.0,-0.01657067237024168,28.304367065429688
2015-03-06,28.304367065429688,31.649999618530277,32.342498779296875,31.565000534057617,32.099998474121094,291368400.0,28.709355218069895,27.616496340433756,28.623104143839555,26.904449630871554,0.7774982452392578,48.68844243360862,28.465678024291993,30.088383367928973,26.842972680655013,3.24541068727396,0.6706121898576995,0.8671389862417954,-0.6483650207519531,3694598800.0,0.0015029657759777493,28.425098419189453
2015-03-09,28.425098419189453,31.78499984741211,32.39250183105469,31.26499938964844,31.989999771118164,354114000.0,28.60459545680455,27.725332895914715,28.583502998909534,26.964082916687943,1.1275024414062464,48.09286593823059,28.557454967498778,29.920187211417026,27.19472272358053,2.725464487836497,0.609466546720224,0.8156044983374813,-1.3101367950439453,4048712800.0,0.004265467356350916,27.83710289001465
2015-03-10,27.83710289001465,31.127500534057617,31.80500030517578,30.950000762939453,31.602500915527344,275426400.0,28.478436606270925,27.813678741455078,28.43422297713056,26.998318994073305,0.8549995422363281,39.384689647339414,28.611000537872314,29.741801440054793,27.480199635689836,2.2616018043649575,0.5077093020860914,0.7540254590872033,-1.7125701904296875,3773286400.0,-0.020685786923356986,27.329587936401367
2015-03-11,27.329587936401367,30.559999465942383,31.1924991607666,30.52750015258789,31.1875,275756000.0,28.259653091430664,27.914502906799317,28.213295968984724,27.011309932988134,0.6649990081787109,35.77633153993065,28.613459587097168,29.732227119275407,27.49469205491893,2.2375350643564786,0.38171358076442985,0.6795630834226487,-1.4644145965576172,3497530400.0,-0.01823160102610144,27.82368850708008
2015-03-12,27.82368850708008,31.112499237060547,31.225000381469727,30.40749931335449,30.57749938964844,193450800.0,28.102833611624582,27.985996309916178,28.135374476603797,27.04316791628586,0.8175010681152379,39.01690517575359,28.608652591705322,29.74071598673455,27.476589196676095,2.264126790058455,0.3180644021105543,0.6072633471602299,-1.3347282409667933,3690981200.0,0.018079327497675157,27.63141822814941
2015-03-13,27.63141822814941,30.897499084472656,31.350000381469727,30.645000457763672,31.100000381469727,207309200.0,27.944736208234513,28.024431737264,28.034583226912922,27.066236555966785,0.7049999237060547,26.879519264307348,28.5765700340271,29.7826276279715,27.3705124400827,2.4121151878888014,0.24923434641734588,0.5356575470116531,-1.0887966156005895,3483672000.0,-0.006910308778138696,27.93547248840332
2015-03-16,27.93547248840332,31.237499237060547,31.237499237060547,30.717500686645508,30.96999931335449,143497200.0,27.89810507638114,28.08591849009196,28.014761079211002,27.10032423959175,0.5199985504150391,32.71058089421396,28.55275926589966,29.790899785491327,27.314618746307993,2.476281039183334,0.21672242785839302,0.4718705231810011,-0.9256000518798828,3627169200.0,0.011003932470760924,28.402738571166992
2015-03-17,28.402738571166992,31.76000022888184,31.82999992370605,31.412500381469727,31.475000381469727,204092400.0,27.912158148629324,28.152068773905437,28.092356577602203,27.15139931141823,0.4174995422363246,45.53328214867562,28.54392805099487,29.783788008682134,27.30406809330761,2.479719915374524,0.22605514296447993,0.42270744713769687,-0.5186862945556641,3831261600.0,0.016726621787322316,28.72245216369629
2015-03-18,28.72245216369629,32.11750030517578,32.290000915527344,31.592500686645508,31.75,261083600.0,27.954637254987443,28.228727722167967,28.218375694821024,27.21300922719384,0.6975002288818359,44.9716542188686,28.541133403778076,29.77901901160736,27.303247795948792,2.4757712156585683,0.2562951904662967,0.38942499580341683,-0.01564788818359375,4092345200.0,0.011256435421824307,28.50558280944824
